"","Cluster","Gene_Clusters","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"2374","g","g","GO:0070527","platelet aggregation","5/219","44/23210",5.75041285484858e-05,0.00273843985141708,0.00199914779761735,"56745/12527/20720/72828/74012",5
"2375","g","g","GO:1903077","negative regulation of protein localization to plasma membrane","4/219","23/23210",5.93172747399891e-05,0.00278712101578295,0.00203468658897591,"226849/77037/13132/98496",4
"2376","g","g","GO:0050680","negative regulation of epithelial cell proliferation","8/219","142/23210",6.28026010126435e-05,0.00288249076033072,0.00210430952214836,"67866/20317/19206/13132/56312/21825/12571/11835",8
"2377","g","g","GO:0051607","defense response to virus","10/219","227/23210",6.29829138891786e-05,0.00288249076033072,0.00210430952214836,"26943/16362/103213/16155/15976/23962/54445/209200/80876/56213",10
"2378","g","g","GO:0048754","branching morphogenesis of an epithelial tube","9/219","184/23210",6.60172905090353e-05,0.00298262733017744,0.00217741238871906,"12505/13982/16000/24064/14595/14164/381157/19206/11835",9
"2379","g","g","GO:0055074","calcium ion homeostasis","15/219","489/23210",6.82838922354712e-05,0.00304598020554178,0.00222366199365079,"27060/18799/56745/11749/13982/11747/16438/53322/19309/319239/16410/22068/72828/109676/104027",15
"2380","g","g","GO:0042110","T cell activation","15/219","491/23210",7.14676822526327e-05,0.00314815140322847,0.00229825020296624,"16859/27060/12505/16362/16000/12192/16952/226422/12520/13653/320404/56048/16852/16410/12571",15
"2381","g","g","GO:1905952","regulation of lipid localization","8/219","145/23210",7.27749914113664e-05,0.00316616135473648,0.0023113980378087,"11303/56745/53322/18779/19206/13132/16410/21825",8
"2382","g","g","GO:1904376","negative regulation of protein localization to cell periphery","4/219","25/23210",8.34942880120014e-05,0.00358821793846699,0.00261951270733416,"226849/77037/13132/98496",4
"2383","g","g","GO:0010862","positive regulation of pathway-restricted SMAD protein phosphorylation","5/219","48/23210",8.79325249869793e-05,0.00369540327078347,0.00269776139368983,"16859/12168/13132/110075/16323",5
"2384","g","g","GO:0050728","negative regulation of inflammatory response","8/219","149/23210",8.80856625271883e-05,0.00369540327078347,0.00269776139368983,"16859/12505/16000/67866/22695/20317/210029/26874",8
"2385","g","g","GO:0061448","connective tissue development","11/219","285/23210",8.93908450208975e-05,0.00370603926886639,0.00270552600905354,"11749/16000/16998/12816/13653/20678/21833/12168/110075/21825/210719",11
"2386","g","g","GO:0034614","cellular response to reactive oxygen species","8/219","150/23210",9.23039712669507e-05,0.00377930478413298,0.00275901215497371,"14281/16952/66725/56484/22068/21825/56458/20657",8
"2387","g","g","GO:0045444","fat cell differentiation","10/219","238/23210",9.33029274175849e-05,0.00377930478413298,0.00275901215497371,"16000/12192/22762/53322/77037/22695/16913/210029/72007/56458",10
"2388","g","g","GO:0033029","regulation of neutrophil apoptotic process","3/219","10/23210",9.46900186928203e-05,0.00379190483947158,0.00276821059432121,"12505/16952/320404",3
"2389","g","g","GO:0045646","regulation of erythrocyte differentiation","5/219","49/23210",9.71785246920381e-05,0.00379788646656052,0.0027725773714899,"12192/22695/56484/12571/16323",5
"2390","g","g","GO:0048599","oocyte development","5/219","49/23210",9.71785246920381e-05,0.00379788646656052,0.0027725773714899,"16000/56484/50915/381022/214575",5
"2391","g","g","GO:0072593","reactive oxygen species metabolic process","11/219","288/23210",9.80725506404674e-05,0.00379788646656052,0.0027725773714899,"13982/16000/12955/66725/56484/18779/21825/56458/98496/26874/20657",11
"2392","g","g","GO:0001763","morphogenesis of a branching structure","10/219","240/23210",9.99690367062996e-05,0.00382924875383695,0.00279547283421277,"12505/13982/16000/24064/14595/66725/14164/381157/19206/11835",10
"2393","g","g","GO:0022407","regulation of cell-cell adhesion","13/219","395/23210",0.000104543837180311,0.00396142454003673,0.00289196534316559,"16859/12505/56745/16362/16000/16952/12527/12520/320404/56048/16852/20720/72828",13
"2394","g","g","GO:0050878","regulation of body fluid levels","12/219","342/23210",0.000106251189856469,0.00397041073724918,0.00289852555165691,"56745/11747/12527/14456/77446/27973/19116/23972/20720/72828/74012/21825",12
"2395","g","g","GO:0010466","negative regulation of peptidase activity","10/219","242/23210",0.000107034341668182,0.00397041073724918,0.00289852555165691,"12505/21859/16000/67866/14456/12955/20317/20720/21825/66222",10
"2396","g","g","GO:0000187","activation of MAPK activity","7/219","115/23210",0.000111892080274795,0.00407479657404867,0.0029747305176459,"16000/66725/14164/12520/74568/13132/21825",7
"2397","g","g","GO:0009636","response to toxic substance","12/219","344/23210",0.000112224022919881,0.00407479657404867,0.0029747305176459,"16000/16952/14187/17748/12955/66725/13653/12801/56484/56312/22068/20657",12
"2398","g","g","GO:0050663","cytokine secretion","10/219","244/23210",0.000114517916186017,0.00407479657404867,0.0029747305176459,"16859/27060/11303/16952/11746/14456/66725/54445/16410/66222",10
"2399","g","g","GO:0071375","cellular response to peptide hormone stimulus","10/219","244/23210",0.000114517916186017,0.00407479657404867,0.0029747305176459,"18519/16362/16000/12192/11747/53322/56484/50915/56458/98496",10
"2400","g","g","GO:0043542","endothelial cell migration","9/219","198/23210",0.000115676589158341,0.00407479657404867,0.0029747305176459,"16000/19141/16952/14164/56048/12168/20317/16410/21825",9
"2401","g","g","GO:1902105","regulation of leukocyte differentiation","11/219","294/23210",0.000117614400409736,0.00407479657404867,0.0029747305176459,"16859/12505/16362/12192/14281/16952/72147/14456/320404/72828/12571",11
"2402","g","g","GO:0006979","response to oxidative stress","13/219","400/23210",0.000118446939353122,0.00407479657404867,0.0029747305176459,"14281/76467/16952/12955/66725/56338/56484/18779/16410/22068/21825/56458/20657",13
"2403","g","g","GO:0050679","positive regulation of epithelial cell proliferation","9/219","199/23210",0.000120179465193795,0.00407479657404867,0.0029747305176459,"12444/13982/16000/14595/16438/14164/12168/56213/11835",9
"2404","g","g","GO:0071383","cellular response to steroid hormone stimulus","8/219","156/23210",0.000121280476815174,0.00407479657404867,0.0029747305176459,"13982/16000/12192/16952/22695/13132/11835/381022",8
"2405","g","g","GO:0030099","myeloid cell differentiation","13/219","401/23210",0.000121411362166603,0.00407479657404867,0.0029747305176459,"27060/12192/14281/72147/12520/320404/22695/56484/21833/13132/72828/12571/16323",13
"2406","g","g","GO:0051283","negative regulation of sequestering of calcium ion","7/219","117/23210",0.000124660478918454,0.00414437290291161,0.00302552344068223,"11749/11747/16438/319239/16410/72828/109676",7
"2407","g","g","GO:0035739","CD4-positive, alpha-beta T cell proliferation","3/219","11/23210",0.000129292681510583,0.004218772311512,0.00307983736463807,"16859/12505/12520",3
"2408","g","g","GO:2000561","regulation of CD4-positive, alpha-beta T cell proliferation","3/219","11/23210",0.000129292681510583,0.004218772311512,0.00307983736463807,"16859/12505/12520",3
"2409","g","g","GO:0009755","hormone-mediated signaling pathway","8/219","158/23210",0.000132464421882102,0.00428261121754611,0.00312644178734772,"13982/16000/17977/21833/19116/13132/11835/381022",8
"2410","g","g","GO:0051282","regulation of sequestering of calcium ion","7/219","119/23210",0.000138587200449866,0.00439512990181858,0.00320858398949896,"11749/11747/16438/319239/16410/72828/109676",7
"2411","g","g","GO:0050866","negative regulation of cell activation","9/219","203/23210",0.000139686307889807,0.00439512990181858,0.00320858398949896,"16859/12505/56745/16362/16952/12527/12801/20720/72828",9
"2412","g","g","GO:1903039","positive regulation of leukocyte cell-cell adhesion","9/219","203/23210",0.000139686307889807,0.00439512990181858,0.00320858398949896,"16859/12505/16362/16000/16952/12520/320404/56048/16852",9
"2413","g","g","GO:0009994","oocyte differentiation","5/219","53/23210",0.000141839259584796,0.0044233765555471,0.00322920494108284,"16000/56484/50915/381022/214575",5
"2414","g","g","GO:0051208","sequestering of calcium ion","7/219","120/23210",0.000146009026043935,0.00451347199805987,0.00329497746677171,"11749/11747/16438/319239/16410/72828/109676",7
"2415","g","g","GO:0043112","receptor metabolic process","9/219","205/23210",0.00015039055136747,0.00460848959146925,0.00336434331846313,"19141/226422/17957/12527/12520/209200/13132/16410/17920",9
"2416","g","g","GO:0001781","neutrophil apoptotic process","3/219","12/23210",0.000171191053542649,0.00515756499644328,0.00376518574924051,"12505/16952/320404",3
"2417","g","g","GO:0032680","regulation of tumor necrosis factor production","8/219","164/23210",0.000171235841255353,0.00515756499644328,0.00376518574924051,"16859/16000/14456/66725/107607/22695/56490/21825",8
"2418","g","g","GO:0002683","negative regulation of immune system process","14/219","473/23210",0.000172906598646301,0.0051637529968607,0.00376970318547331,"16859/12505/16362/16000/12192/16952/72147/320404/12801/22695/56213/72828/21825/12571",14
"2419","g","g","GO:0007618","mating","5/219","56/23210",0.000184522353543509,0.00546169696237213,0.0039872117139726,"17977/12801/21833/20720/11835",5
"2420","g","g","GO:1903555","regulation of tumor necrosis factor superfamily cytokine production","8/219","166/23210",0.000186064768266232,0.00546169696237213,0.0039872117139726,"16859/16000/14456/66725/107607/22695/56490/21825",8
"2421","g","g","GO:0044344","cellular response to fibroblast growth factor stimulus","6/219","88/23210",0.000187532727709145,0.00546169696237213,0.0039872117139726,"12505/12192/24064/14164/22695/21825",6
"2422","g","g","GO:0032640","tumor necrosis factor production","8/219","167/23210",0.000193865737420112,0.00555948007407659,0.00405859648158288,"16859/16000/14456/66725/107607/22695/56490/21825",8
"2423","g","g","GO:0032103","positive regulation of response to external stimulus","11/219","312/23210",0.000197332679327994,0.00555948007407659,0.00405859648158288,"16859/19141/14456/13143/66725/12520/107607/12801/12168/56312/21825",11
"2424","g","g","GO:1905476","negative regulation of protein localization to membrane","4/219","31/23210",0.000198672234293064,0.00555948007407659,0.00405859648158288,"226849/77037/13132/98496",4
"2425","g","g","GO:2000515","negative regulation of CD4-positive, alpha-beta T cell activation","4/219","31/23210",0.000198672234293064,0.00555948007407659,0.00405859648158288,"16859/12505/16362/16952",4
"2426","g","g","GO:1905954","positive regulation of lipid localization","6/219","89/23210",0.000199525164144351,0.00555948007407659,0.00405859648158288,"11303/56745/53322/18779/19206/13132",6
"2427","g","g","GO:0072577","endothelial cell apoptotic process","5/219","57/23210",0.000200725850636699,0.00555948007407659,0.00405859648158288,"57875/14456/56484/12168/21825",5
"2428","g","g","GO:1902107","positive regulation of leukocyte differentiation","8/219","168/23210",0.000201933441964189,0.00555948007407659,0.00405859648158288,"16859/16362/12192/14281/16952/72147/14456/320404",8
"2429","g","g","GO:0006816","calcium ion transport","13/219","423/23210",0.000204936635463215,0.00559842405715017,0.00408702682229375,"11749/16000/16438/14456/319239/23844/12296/66395/16410/14579/22068/72828/109676",13
"2430","g","g","GO:1901214","regulation of neuron death","12/219","368/23210",0.000209671074233899,0.00568369896615585,0.0041492802058919,"13982/16000/12227/19141/14281/226422/16438/17748/66725/13653/56484/20317",12
"2431","g","g","GO:0045637","regulation of myeloid cell differentiation","9/219","215/23210",0.000214738514361988,0.00577662995886753,0.00421712277300682,"12192/14281/72147/320404/22695/56484/72828/12571/16323",9
"2432","g","g","GO:0071706","tumor necrosis factor superfamily cytokine production","8/219","170/23210",0.000218896953982634,0.00584388534723334,0.00426622133599328,"16859/16000/14456/66725/107607/22695/56490/21825",8
"2433","g","g","GO:0048545","response to steroid hormone","9/219","216/23210",0.000222271072820347,0.00588934782420229,0.00429941038364012,"13982/16000/17977/12192/16952/22695/13132/11835/381022",9
"2434","g","g","GO:0042445","hormone metabolic process","9/219","218/23210",0.000237995921457951,0.0062589375165509,0.00456922256121943,"13982/16000/13653/54381/56448/20148/13132/20502/68947",9
"2435","g","g","GO:0034599","cellular response to oxidative stress","10/219","268/23210",0.000244823334215396,0.00637942732020328,0.00465718393290424,"14281/76467/16952/66725/56484/18779/22068/21825/56458/20657",10
"2436","g","g","GO:0030324","lung development","9/219","219/23210",0.00024619810316335,0.00637942732020328,0.00465718393290424,"16000/24064/22762/16998/14164/21833/12168/77446/72007",9
"2437","g","g","GO:0046889","positive regulation of lipid biosynthetic process","6/219","93/23210",0.000253674277061729,0.00640948917706346,0.00467913004024825,"16000/16952/14164/13132/56490/26874",6
"2438","g","g","GO:0010543","regulation of platelet activation","4/219","33/23210",0.000254585480222165,0.00640948917706346,0.00467913004024825,"56745/12527/20720/72828",4
"2439","g","g","GO:0060740","prostate gland epithelium morphogenesis","4/219","33/23210",0.000254585480222165,0.00640948917706346,0.00467913004024825,"12505/13982/16000/11835",4
"2440","g","g","GO:0031348","negative regulation of defense response","9/219","220/23210",0.000254633508736914,0.00640948917706346,0.00467913004024825,"16859/12505/16000/67866/22695/20317/56213/210029/26874",9
"2441","g","g","GO:0051235","maintenance of location","11/219","322/23210",0.000258729029352489,0.00646639077615724,0.0047206700092384,"14667/16859/11749/11747/16438/319239/21833/16410/72828/109676/319565",11
"2442","g","g","GO:0061138","morphogenesis of a branching epithelium","9/219","221/23210",0.000263307271441878,0.00653447059550126,0.00477037043294256,"12505/13982/16000/24064/14595/14164/381157/19206/11835",9
"2443","g","g","GO:0070371","ERK1 and ERK2 cascade","11/219","323/23210",0.000265670951437148,0.00654702400604552,0.00477953482011329,"12505/13982/21859/16000/12192/24064/14456/107607/319239/13132/16410",11
"2444","g","g","GO:0030323","respiratory tube development","9/219","222/23210",0.000272224600261329,0.00666194091195085,0.00486342779999041,"16000/24064/22762/16998/14164/21833/12168/77446/72007",9
"2445","g","g","GO:0042698","ovulation cycle","5/219","61/23210",0.000276619114033974,0.00667675176613511,0.00487424019249483,"13982/16952/13653/56484/16323",5
"2446","g","g","GO:0045600","positive regulation of fat cell differentiation","5/219","61/23210",0.000276619114033974,0.00667675176613511,0.00487424019249483,"16000/12192/22695/210029/72007",5
"2447","g","g","GO:0033032","regulation of myeloid cell apoptotic process","4/219","34/23210",0.000286409217429291,0.00681963569068123,0.00497854998148782,"12505/16952/320404/21833",4
"2448","g","g","GO:0060512","prostate gland morphogenesis","4/219","34/23210",0.000286409217429291,0.00681963569068123,0.00497854998148782,"12505/13982/16000/11835",4
"2449","g","g","GO:0060393","regulation of pathway-restricted SMAD protein phosphorylation","5/219","62/23210",0.000298596892844059,0.00705954032608613,0.00515368796133416,"16859/12168/13132/110075/16323",5
"2450","g","g","GO:0071241","cellular response to inorganic substance","9/219","225/23210",0.00030049121705815,0.00705954032608613,0.00515368796133416,"19141/14281/11747/17748/66725/320404/53945/21825/56458",9
"2451","g","g","GO:0010595","positive regulation of endothelial cell migration","6/219","97/23210",0.000318759165244167,0.00739017959421345,0.00539506509596083,"16000/19141/16952/14164/12168/21825",6
"2452","g","g","GO:0045638","negative regulation of myeloid cell differentiation","6/219","97/23210",0.000318759165244167,0.00739017959421345,0.00539506509596083,"12192/72147/320404/22695/72828/12571",6
"2453","g","g","GO:0072659","protein localization to plasma membrane","10/219","279/23210",0.000337016691846276,0.00773324611415164,0.00564551451788835,"226849/14456/12520/77037/12296/19206/13132/109676/98496/11835",10
"2454","g","g","GO:0097191","extrinsic apoptotic signaling pathway","9/219","229/23210",0.000341919382462604,0.00773324611415164,0.00564551451788835,"21859/16000/16432/56484/13132/16410/21825/16323/11835",9
"2455","g","g","GO:2000514","regulation of CD4-positive, alpha-beta T cell activation","5/219","64/23210",0.000346497749202464,0.00773324611415164,0.00564551451788835,"16859/12505/16362/16952/12520",5
"2456","g","g","GO:0070588","calcium ion transmembrane transport","10/219","280/23210",0.000346669898559282,0.00773324611415164,0.00564551451788835,"16438/14456/319239/12296/66395/16410/14579/22068/72828/109676",10
"2457","g","g","GO:0060442","branching involved in prostate gland morphogenesis","3/219","15/23210",0.000346723293426776,0.00773324611415164,0.00564551451788835,"12505/13982/16000",3
"2458","g","g","GO:0071731","response to nitric oxide","3/219","15/23210",0.000346723293426776,0.00773324611415164,0.00564551451788835,"16410/21825/56458",3
"2459","g","g","GO:0007617","mating behavior","4/219","36/23210",0.000358459501497903,0.00794472505206673,0.00579990083853608,"17977/21833/20720/11835",4
"2460","g","g","GO:0031638","zymogen activation","5/219","65/23210",0.000372521101058836,0.00815381590143689,0.00595254377893296,"19141/50909/20720/21825/667277",5
"2461","g","g","GO:0060389","pathway-restricted SMAD protein phosphorylation","5/219","65/23210",0.000372521101058836,0.00815381590143689,0.00595254377893296,"16859/12168/13132/110075/16323",5
"2462","g","g","GO:0035710","CD4-positive, alpha-beta T cell activation","6/219","100/23210",0.000375635981382996,0.00817124196539308,0.0059652653573752,"16859/27060/12505/16362/16952/12520",6
"2463","g","g","GO:0042326","negative regulation of phosphorylation","13/219","452/23210",0.000386906602155069,0.00836477831898443,0.00610655302335801,"18519/16362/21859/16000/24064/226849/66725/77446/13132/56312/72828/56458/98496",13
"2464","g","g","GO:0030098","lymphocyte differentiation","12/219","395/23210",0.000397909155490408,0.00846943094820039,0.00618295275625836,"16859/27060/12505/16362/12192/16952/14456/13653/320404/56048/16852/12571",12
"2465","g","g","GO:0033028","myeloid cell apoptotic process","4/219","37/23210",0.000398957303462334,0.00846943094820039,0.00618295275625836,"12505/16952/320404/21833",4
"2466","g","g","GO:0046640","regulation of alpha-beta T cell proliferation","4/219","37/23210",0.000398957303462334,0.00846943094820039,0.00618295275625836,"16859/12505/16362/12520",4
"2467","g","g","GO:0022408","negative regulation of cell-cell adhesion","8/219","187/23210",0.000415850468651173,0.00871111329041445,0.00635938851836218,"16859/12505/56745/16362/16952/12527/20720/72828",8
"2468","g","g","GO:0050870","positive regulation of T cell activation","8/219","187/23210",0.000415850468651173,0.00871111329041445,0.00635938851836218,"16859/16362/16000/16952/12520/320404/56048/16852",8
"2469","g","g","GO:1902106","negative regulation of leukocyte differentiation","6/219","102/23210",0.00041775770320092,0.00871111329041445,0.00635938851836218,"12505/16362/16952/72147/72828/12571",6
"2470","g","g","GO:0045655","regulation of monocyte differentiation","3/219","16/23210",0.000423773145155144,0.00878456802074545,0.00641301279727041,"12192/72147/12571",3
"2471","g","g","GO:0050710","negative regulation of cytokine secretion","5/219","67/23210",0.000428969977915221,0.00884029357996046,0.00645369421991259,"16859/16952/11746/14456/66222",5
"2472","g","g","GO:1990778","protein localization to cell periphery","11/219","344/23210",0.00045225257451676,0.00926591902672711,0.00676441427245387,"226422/226849/14456/12520/77037/12296/19206/13132/109676/98496/11835",11
"2473","g","g","GO:0046634","regulation of alpha-beta T cell activation","6/219","104/23210",0.000463478866591005,0.00944103772177285,0.00689225646454772,"16859/12505/16362/16952/12520/320404",6
"2474","g","g","GO:0007611","learning or memory","10/219","292/23210",0.000481681709088397,0.00975543875188224,0.00712177917127671,"12444/14667/16000/12227/19141/13653/12801/21833/20317/104027",10
"2475","g","g","GO:0007492","endoderm development","5/219","69/23210",0.000491638623051837,0.00984394606610609,0.00718639231303043,"12192/12816/13132/16410/16323",5
"2476","g","g","GO:0048146","positive regulation of fibroblast proliferation","5/219","69/23210",0.000491638623051837,0.00984394606610609,0.00718639231303043,"13982/16000/14456/72007/12571",5
"2477","g","g","GO:0070997","neuron death","12/219","405/23210",0.000496946558276011,0.0098940094427382,0.00722294016310776,"13982/16000/12227/19141/14281/226422/16438/17748/66725/13653/56484/20317",12
"2478","g","g","GO:0045861","negative regulation of proteolysis","11/219","349/23210",0.000510045559679597,0.00998270148434343,0.00728768816169883,"12505/21859/16000/67866/14456/12955/66725/20317/20720/21825/66222",11
"2479","g","g","GO:0022409","positive regulation of cell-cell adhesion","9/219","242/23210",0.000510427435198305,0.00998270148434343,0.00728768816169883,"16859/12505/16362/16000/16952/12520/320404/56048/16852",9
"2480","g","g","GO:0044406","adhesion of symbiont to host","3/219","17/23210",0.00051101006568949,0.00998270148434343,0.00728768816169883,"14456/229900/55932",3
"2481","g","g","GO:0048771","tissue remodeling","8/219","193/23210",0.000512732397464858,0.00998270148434343,0.00728768816169883,"27060/16000/16952/16998/14595/12168/16410/72828",8
"2482","g","g","GO:0048732","gland development","13/219","467/23210",0.000525793025429839,0.0101807396792019,0.0074322623143466,"12505/14055/13982/16000/16952/14595/16438/21833/20317/19116/19206/20720/11835",13
"2483","g","g","GO:0048145","regulation of fibroblast proliferation","6/219","107/23210",0.00053926895300814,0.0103420006308321,0.00754998791497512,"13982/16000/14456/56312/72007/12571",6
"2484","g","g","GO:0046633","alpha-beta T cell proliferation","4/219","40/23210",0.000539990952347648,0.0103420006308321,0.00754998791497512,"16859/12505/16362/12520",4
"2485","g","g","GO:0022612","gland morphogenesis","7/219","150/23210",0.00056920133434997,0.0108425162283746,0.00791538014879844,"12505/13982/16000/14595/16438/19206/11835",7
"2486","g","g","GO:0048144","fibroblast proliferation","6/219","109/23210",0.000594917004086609,0.0112714382924796,0.00822850683637618,"13982/16000/14456/56312/72007/12571",6
"2487","g","g","GO:0007265","Ras protein signal transduction","12/219","414/23210",0.000603111110180751,0.0113543242315095,0.00828901619625102,"11303/16000/24064/217371/226422/207212/320404/77446/71704/232441/74012/75104",12
"2488","g","g","GO:0032147","activation of protein kinase activity","9/219","248/23210",0.000608478866436792,0.0113543242315095,0.00828901619625102,"16000/14456/66725/14164/12520/19116/74568/13132/21825",9
"2489","g","g","GO:1900153","positive regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay","3/219","18/23210",0.000608957797887427,0.0113543242315095,0.00828901619625102,"12227/12192/22695",3
"2490","g","g","GO:0090100","positive regulation of transmembrane receptor protein serine/threonine kinase signaling pathway","6/219","110/23210",0.000624360753293848,0.0115236924391987,0.0084126603504993,"16859/12168/13132/110075/21825/16323",6
"2491","g","g","GO:0030522","intracellular receptor signaling pathway","8/219","199/23210",0.000627148156303011,0.0115236924391987,0.0084126603504993,"13982/16000/17977/21833/20148/13132/11835/381022",8
"2492","g","g","GO:0033674","positive regulation of kinase activity","13/219","476/23210",0.000627851574439882,0.0115236924391987,0.0084126603504993,"12444/12505/16000/14456/66725/14164/12520/13653/19116/74568/13132/75104/21825",13
"2493","g","g","GO:2000377","regulation of reactive oxygen species metabolic process","8/219","200/23210",0.00064807815745697,0.0118333027299397,0.00863868566580221,"13982/16000/12955/56484/21825/56458/98496/26874",8
"2494","g","g","GO:0046636","negative regulation of alpha-beta T cell activation","4/219","42/23210",0.000651688378126955,0.0118378857964917,0.00864203144949689,"16859/12505/16362/16952",4
"2495","g","g","GO:0060541","respiratory system development","9/219","251/23210",0.000662995960575973,0.0119659327427915,0.008735509774593,"16000/24064/22762/16998/14164/21833/12168/77446/72007",9
"2496","g","g","GO:0071248","cellular response to metal ion","7/219","154/23210",0.000665528608849925,0.0119659327427915,0.008735509774593,"19141/14281/11747/17748/66725/320404/53945",7
"2497","g","g","GO:0002685","regulation of leukocyte migration","8/219","201/23210",0.000669568390192414,0.0119774568885181,0.00874392276585766,"16859/19141/16952/12527/14456/13143/12520/21825",8
"2498","g","g","GO:0046677","response to antibiotic","10/219","305/23210",0.000674550738031085,0.0120056404081896,0.00876449762758092,"16000/16952/12955/66725/13653/12801/56484/27973/16451/22068",10
"2499","g","g","GO:0071407","cellular response to organic cyclic compound","13/219","482/23210",0.000704804199610859,0.0124292437171157,0.00907374145547245,"13982/16000/12192/16952/16438/66725/13653/22695/19206/13132/16323/11835/381022",13
"2500","g","g","GO:0043277","apoptotic cell clearance","4/219","43/23210",0.000713260374485918,0.0124292437171157,0.00907374145547245,"12263/14456/16410/21825",4
"2501","g","g","GO:0043403","skeletal muscle tissue regeneration","4/219","43/23210",0.000713260374485918,0.0124292437171157,0.00907374145547245,"16000/16952/12527/12520",4
"2502","g","g","GO:0032823","regulation of natural killer cell differentiation","3/219","19/23210",0.000718122724666155,0.0124292437171157,0.00907374145547245,"16859/16362/14456",3
"2503","g","g","GO:0046886","positive regulation of hormone biosynthetic process","3/219","19/23210",0.000718122724666155,0.0124292437171157,0.00907374145547245,"16000/13653/13132",3
"2504","g","g","GO:0008585","female gonad development","6/219","113/23210",0.000719513540945402,0.0124292437171157,0.00907374145547245,"13982/22762/56484/26927/56312/16323",6
"2505","g","g","GO:0071560","cellular response to transforming growth factor beta stimulus","8/219","204/23210",0.000737511158870994,0.0126779967017628,0.00925533901042726,"12192/14281/16998/20678/12168/56213/13132/21825",8
"2506","g","g","GO:0010594","regulation of endothelial cell migration","7/219","157/23210",0.000745915356230273,0.0126985783350506,0.00927036425439506,"16000/19141/16952/14164/12168/20317/21825",7
"2507","g","g","GO:0046631","alpha-beta T cell activation","7/219","157/23210",0.000745915356230273,0.0126985783350506,0.00927036425439506,"16859/27060/12505/16362/16952/12520/320404",7
"2508","g","g","GO:0030168","platelet activation","5/219","76/23210",0.000766259298230017,0.0129822008027047,0.00947741763600285,"56745/12527/20720/72828/74012",5
"2509","g","g","GO:0046545","development of primary female sexual characteristics","6/219","116/23210",0.000825514134497467,0.0138808243602967,0.0101334412857892,"13982/22762/56484/26927/56312/16323",6
"2510","g","g","GO:0001818","negative regulation of cytokine production","9/219","259/23210",0.000828160630454529,0.0138808243602967,0.0101334412857892,"16859/16000/16952/11746/14456/22695/21825/66222/26874",9
"2511","g","g","GO:0071559","response to transforming growth factor beta","8/219","208/23210",0.000836626647438692,0.0138808243602967,0.0101334412857892,"12192/14281/16998/20678/12168/56213/13132/21825",8
"2512","g","g","GO:0032148","activation of protein kinase B activity","3/219","20/23210",0.000838994207929398,0.0138808243602967,0.0101334412857892,"16000/14456/14164",3
"2513","g","g","GO:1900151","regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay","3/219","20/23210",0.000838994207929398,0.0138808243602967,0.0101334412857892,"12227/12192/22695",3
"2514","g","g","GO:1903580","positive regulation of ATP metabolic process","4/219","45/23210",0.000848556711564363,0.0139734292128636,0.010201045760272,"16000/56490/56312/98496",4
"2515","g","g","GO:2001236","regulation of extrinsic apoptotic signaling pathway","7/219","161/23210",0.000864844033246322,0.0141753970844653,0.010348488701366,"21859/16000/13132/16410/21825/16323/11835",7
"2516","g","g","GO:0051048","negative regulation of secretion","9/219","261/23210",0.000874293699433059,0.0142639398000097,0.0104131276872047,"16859/16952/11747/11746/53322/14456/319239/12801/66222",9
"2517","g","g","GO:0002792","negative regulation of peptide secretion","7/219","162/23210",0.000896793415286243,0.0145635944491646,0.0106318850689283,"16859/16952/11747/11746/53322/14456/66222",7
"2518","g","g","GO:0038034","signal transduction in absence of ligand","5/219","79/23210",0.000913679252782774,0.0147009450466133,0.0107321553539407,"16000/16432/56484/16410/16323",5
"2519","g","g","GO:0097192","extrinsic apoptotic signaling pathway in absence of ligand","5/219","79/23210",0.000913679252782774,0.0147009450466133,0.0107321553539407,"16000/16432/56484/16410/16323",5
"2520","g","g","GO:0051216","cartilage development","8/219","211/23210",0.000917766149334539,0.0147009450466133,0.0107321553539407,"11749/16998/12816/20678/21833/12168/110075/21825",8
"2521","g","g","GO:0043154","negative regulation of cysteine-type endopeptidase activity involved in apoptotic process","5/219","80/23210",0.000967211557433142,0.0153533942720468,0.0112084639467359,"12505/16000/14456/12955/21825",5
"2522","g","g","GO:0045682","regulation of epidermis development","5/219","80/23210",0.000967211557433142,0.0153533942720468,0.0112084639467359,"12192/19207/22695/19206/16323",5
"2523","g","g","GO:0045860","positive regulation of protein kinase activity","12/219","438/23210",0.000983123344051908,0.0155359940109369,0.0113417675377053,"12444/16000/14456/66725/14164/12520/13653/19116/74568/13132/75104/21825",12
"2524","g","g","GO:0043901","negative regulation of multi-organism process","7/219","165/23210",0.000998258442281308,0.0157047444223184,0.011464960681088,"16000/23962/22695/80876/56213/50915/16410",7
"2525","g","g","GO:0008406","gonad development","8/219","214/23210",0.00100509924669403,0.01574208775711,0.0114922224978723,"13982/22762/56484/26927/16410/56312/16323/11835",8
"2526","g","g","GO:0001503","ossification","11/219","381/23210",0.0010452945661124,0.0162991949158412,0.0118989283631985,"27060/16000/16998/21833/20148/12168/19206/110075/72007/12571/18675",11
"2527","g","g","GO:0030217","T cell differentiation","9/219","269/23210",0.00108020931542345,0.0167545523307977,0.0122313536939093,"16859/27060/12505/16362/12192/16952/13653/320404/12571",9
